,Kingdom,Phylum,Class,Order,Family,Genus,Species,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_1684,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,NA,0.014413408,0,0,0,0,0,0.000111732,0.001005587,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000782123,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1685,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,0.001340782,0.001675978,0,0,0.000111732,0.000558659,0,0.000111732,0.000335196,0.000111732,0.000111732,0.000111732,0,0,0,0.000223464,0,0,0.000335196,0.000446927,0.001564246,0,0.000111732,0,0.000446927,0,0.000446927,0,0,0.000335196,0,0,0.000111732,0,0,0,0.000111732,0.000670391,0,0,0.000111732,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000893855,0.000111732,0,0,0,0.000111732,0.000223464,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0.000111732,0,0.000111732
ASV_1686,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0.000335196,0.000111732,0.000223464,0,0.000111732,0.000223464,0.000111732,0.000558659,0.000111732,0.000223464,0.000111732,0,0.000446927,0,0,0,0,0,0.000111732,0.000446927,0,0.000111732,0,0.000111732,0.000223464,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0.000111732,0,0,0,0.000223464,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000223464,0,0.000223464,0,0.000335196,0
ASV_1687,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata_or,Thermoplasmata_fa,Marine_Group_III,NA,0,0,0,0,0,0.000111732,0.000670391,0.000111732,0.000111732,0,0,0.000223464,0.000335196,0.000335196,0.000111732,0,0,0.000223464,0,0,0,0,0,0,0.000223464,0.000111732,0.000446927,0.000111732,0,0,0.000670391,0.000335196,0.000335196,0,0.000111732,0.000335196,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0
ASV_1688,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0.000111732,0.000111732,0.000223464,0.000558659,0,0.000111732,0.000446927,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0.000111732,0.000111732,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000335196,0,0,0,0.000670391,0.000335196,0.000335196,0.000111732,0.000111732,0.000111732
ASV_1689,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0.000335196,0.000111732,0,0,0,0,0.000111732,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0.000670391,0.000335196,0.000670391,0,0.000111732,0,0.000782123,0.000893855,0.000223464,0.000111732,0,0
ASV_1690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000335196,0.000335196,0.000111732,0.000335196,0.000111732,0.000223464,0.000446927,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0.000893855,0.000111732,0.000670391,0.000446927,0,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0
ASV_1691,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0.000335196,0,0.000223464,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0.001117318,0,0,0,0,0,0,0,0,0,0.000223464,0.000670391,0.000558659,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000223464,0.000335196,0.000223464,0.000111732,0,0.000111732,0.000223464
ASV_1692,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0.000111732,0.000558659,0,0,0,0,0,0.000335196,0.000335196,0.000335196,0.000111732,0,0,0,0.000558659,0,0,0,0,0.000111732,0.000335196,0.000335196,0,0,0,0.000335196,0.000223464,0.000335196,0.000223464,0,0.000111732
ASV_1693,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,NA,0.001564246,0.000893855,0,0,0,0,0.000111732,0.000223464,0.000223464,0,0,0,0,0,0.000223464,0,0.000335196,0,0,0.000446927,0.000558659,0,0,0,0.000335196,0.000111732,0,0,0,0.000111732,0,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0.00122905,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0.000782123,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0
ASV_1694,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,NA,0,0.001117318,0,0,0,0,0,0.000111732,0,0.000446927,0.000111732,0.000111732,0,0,0,0.000446927,0.000335196,0.000335196,0.000223464,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0,0.000111732,0,0,0.000223464,0.000111732,0,0.000893855,0.002011173,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.001005587,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0
ASV_1695,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter,NA,0,0,0,0.002122905,0.003128492,0.001787709,0,0,0,0.000893855,0.001117318,0.000223464,0,0,0,0.000111732,0.000223464,0.000223464,0,0,0,0.000223464,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0.000558659,0.000335196,0.001564246,0,0,0,0.000223464,0.000670391,0.000446927,0,0,0,0.000111732,0,0.000111732
ASV_1696,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,NA,0,0,0,0.000446927,0.000335196,0.000223464,0.000111732,0.000111732,0.000223464,0.000111732,0.000446927,0,0,0,0.000111732,0.000111732,0.000111732,0.000111732,0.000558659,0.000111732,0.000782123,0.000670391,0,0,0.000111732,0.000111732,0.000670391,0.000446927,0.000335196,0,0.000111732,0,0,0,0.000223464,0,0,0.000446927,0,0.000111732,0,0.000223464,0.000223464,0.000335196,0,0.000111732,0,0,0.000111732,0,0,0,0.000111732,0,0,0.000670391,0,0,0.000111732,0,0.000335196,0.000335196,0.000446927,0.000111732,0.000335196,0.000446927,0,0,0,0,0,0
ASV_1697,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0.000111732,0,0,0.000223464,0,0,0.000111732,0,0.000223464,0.000335196,0.000335196,0.000223464,0.000223464,0.000111732,0.000558659,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000335196,0.000335196,0.000223464,0.000223464,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.001340782,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0
ASV_1698,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA,0,0,0,0,0,0.000782123,0,0,0,0,0.000223464,0.000446927,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0,0,0.000670391,0,0,0,0.000446927,0,0,0,0.000111732,0.000223464,0.000111732,0,0,0,0,0.000111732,0.000335196,0,0,0,0.000446927,0.000111732,0,0,0,0.000111732,0.000446927,0.000558659,0.001340782,0,0,0,0.000446927,0.000335196,0.000558659
ASV_1699,Bacteria,PAUC34f,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0.000558659,0.000111732,0,0.000111732,0,0.000223464,0.000111732,0.000111732,0.000223464,0.000111732,0,0.000893855,0,0,0,0.000558659,0.000111732,0,0,0.000111732,0,0.000223464,0.000558659,0.000223464,0.000223464,0,0.000335196,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1700,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0,0.000111732,0,0.000335196,0.000335196,0,0.000111732,0,0,0.000223464,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0.000446927,0,0.000223464,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000223464,0.000335196,0.000223464,0,0,0,0.002234637,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000111732,0.000335196,0.000111732,0.000111732,0
ASV_1701,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0.000335196,0.000111732,0,0.000223464,0.000111732,0.000335196,0,0.000111732,0,0.000111732,0.000111732,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0.000111732,0.000223464,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0.000670391,0.000893855,0,0,0,0.000335196,0.000558659,0.000446927,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0.000111732,0.000111732,0,0.000111732,0,0.000111732,0.000446927,0.000558659,0.000111732,0,0
ASV_1702,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0.000446927,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000111732,0.001005587,0.000335196,0.000558659,0,0.000223464,0.000111732
ASV_1703,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0.007486034,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1704,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0.000111732,0,0,0.000111732,0,0.000223464,0,0,0.000446927,0.000111732,0.000446927,0.000335196,0.000111732,0.000446927,0.000223464,0.000335196,0,0,0,0,0,0.000223464,0.000223464,0,0,0,0,0.000111732,0.000335196,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0.000223464,0,0,0
ASV_1705,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0.000111732,0,0.000223464,0,0.000111732,0.000223464,0.000111732,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0.000223464,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000446927,0,0,0,0,0,0,0,0,0,0.000446927,0.000446927,0,0,0.000111732,0.000111732,0.000558659,0.000335196,0.000111732,0.000223464,0.000111732,0.000111732
ASV_1706,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0.000446927,0.000446927,0.000558659,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000558659,0.000111732,0,0,0.000223464,0.000446927,0.000223464,0,0.000111732,0.000111732
ASV_1707,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,NA,NA,NA,0,0,0,0.000223464,0,0,0.000111732,0,0,0,0,0,0.000223464,0,0.000111732,0.000223464,0,0,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0.000446927,0,0,0.000111732,0.000335196,0.000335196,0.000558659,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0.000446927,0,0,0,0,0.000223464,0.000558659,0,0,0,0.000111732
ASV_1708,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0.000111732,0.000111732,0.000111732,0,0.000223464,0.000335196,0.000111732,0,0.000446927,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0.000335196,0.000446927,0.000335196,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0,0.000111732,0.000335196,0.000111732,0.000111732,0
ASV_1709,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA,NA,0,0,0,0,0,0,0.000446927,0.000223464,0.000111732,0.000111732,0,0.000223464,0.000111732,0.000335196,0,0.000223464,0,0.000111732,0,0,0,0,0.000111732,0,0.000223464,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0.000223464,0.000111732,0.000111732,0.000111732,0.000111732,0,0.000223464,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0.000223464,0.000223464,0,0,0,0
ASV_1710,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,0,0,0,0,0,0,0,0.000111732,0.000446927,0.000111732,0.000111732,0,0,0.000223464,0.000335196,0.000223464,0.000223464,0.000111732,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0,0.000558659,0,0,0,0.000223464,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000223464,0,0,0,0.000446927,0.000335196,0,0,0.000223464,0.000335196
ASV_1712,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000223464,0.000335196,0.000335196,0.000223464,0.000111732,0,0,0,0.000111732,0,0,0,0.000111732,0.000223464,0,0,0,0,0.000223464,0.000782123,0.001005587,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0.000111732,0
ASV_1713,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0.000111732,0.000111732,0,0.000223464,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000223464,0.000446927,0,0.000111732,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0.000335196,0,0,0,0.000446927,0,0,0,0,0,0.000446927,0.000111732,0.000223464,0,0,0.000111732,0.000446927,0.000446927,0.000111732,0.000223464,0,0.000111732
ASV_1714,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0,0,0.000111732,0.000111732,0.000111732,0.000335196,0.000223464,0.000111732,0.000223464,0.000446927,0.000335196,0.000111732,0.000223464,0.000335196,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0.000558659,0.000446927,0.000670391,0.000111732,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1715,Bacteria,Chloroflexi,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000223464,0.000223464,0,0.000111732,0.000111732,0.000223464,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000446927,0.000782123,0.000335196,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0.000335196,0.000111732,0.000111732,0,0
ASV_1716,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,NA,0.001564246,0,0,0,0,0.000223464,0.000335196,0.000223464,0,0.000223464,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0.000111732,0,0,0.000223464,0,0.000111732,0,0.000111732,0,0.000111732,0,0,0,0,0,0.000111732,0,0.000223464,0.000111732,0,0,0.001005587,0.000335196,0.000558659,0,0.000111732,0,0,0,0.000111732,0,0,0,0.001452514,0.001452514,0,0,0,0,0,0.000111732,0.000223464,0,0.000111732,0,0,0,0,0,0,0
ASV_1717,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,0,0,0,0,0.000111732,0.000111732,0.000111732,0.000670391,0.000111732,0,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000223464,0,0,0.000111732,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0.000111732,0.000335196,0.000335196,0,0.000111732,0.000111732,0.000111732,0.000670391,0,0,0,0,0,0.000335196,0,0,0,0,0.000111732,0.000111732,0.000223464,0.000111732,0,0.000223464
ASV_1719,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000223464,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000223464,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000335196,0,0,0,0.000670391,0.000335196,0.000670391,0.000111732,0.000111732,0.000111732
ASV_1720,Bacteria,Chloroflexi,TK17,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000782123,0.000558659,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000223464,0,0.000111732,0.000111732,0.000893855,0.000446927,0.000558659,0.000111732,0.000111732,0.000111732
ASV_1721,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA,0.001564246,0.000223464,0,0.000223464,0.000111732,0.000111732,0.000111732,0.000111732,0.000223464,0.000111732,0.000111732,0.000223464,0,0,0,0.000111732,0.000111732,0,0.000223464,0.000223464,0.000893855,0,0,0,0.000223464,0.000223464,0.000558659,0,0.000111732,0,0,0,0,0,0,0,0.000223464,0.000335196,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0.000782123,0.001005587,0.000893855,0,0,0,0.000223464,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0
ASV_1722,Bacteria,Gemmatimonadota,BD2-11_terrestrial_group,NA,NA,NA,NA,0.000111732,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0.000111732,0.000111732,0,0.000223464,0.000111732,0.000111732,0.000223464,0,0.000782123,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000223464,0,0,0,0.000335196,0.000111732,0.000670391,0,0.000223464,0.000111732,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0.000446927,0.000111732,0.000335196,0.000111732,0.000111732,0.000111732
ASV_1723,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Pseudobacteriovorax,NA,0,0,0,0.000335196,0.000223464,0.000335196,0,0,0.000111732,0,0.000223464,0.000223464,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0,0.000111732,0,0.000111732,0,0.000111732,0,0.000223464,0,0.000111732,0.00424581,0,0.000670391,0,0,0.000111732,0.000558659,0.000111732,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0
ASV_1724,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0,0.000223464,0,0.000335196,0,0.000111732,0.000111732,0,0,0,0,0,0,0.000335196,0.000335196,0.000446927,0,0,0,0.000446927,0.000446927,0.000558659,0.000111732,0,0
ASV_1725,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0.000111732,0,0,0.000223464,0,0,0,0,0,0.000111732,0,0,0,0,0,0.000335196,0,0,0,0.000111732,0.000223464,0.000782123,0.000335196,0,0,0,0.000782123,0.000558659,0.000335196,0,0,0,0,0,0,0,0,0,0,0.000335196,0,0,0,0,0.000111732,0.000111732,0.000335196,0,0,0
ASV_1727,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,0,0,0,0,0.000111732,0,0.000223464,0,0,0,0.000111732,0,0,0.000111732,0.000335196,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000223464,0.000111732,0.000111732,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111732,0,0,0,0.000111732,0,0,0,0,0,0,0.000335196,0,0,0,0,0,0.000670391,0.000335196,0.000446927,0,0.000223464,0
ASV_1728,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,NA,NA,NA,0,0,0,0,0,0,0.000446927,0.000111732,0,0.000111732,0.000111732,0.000111732,0.000223464,0.000446927,0.000223464,0.000446927,0.000223464,0.000223464,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000111732,0.000335196,0.000223464,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0,0,0,0,0,0,0,0,0,0,0.000223464,0.000111732,0.000111732,0,0,0.000223464,0.000223464,0.000335196,0,0,0.000223464
ASV_1729,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.000111732,0,0.000111732,0.000111732,0,0,0,0,0.000111732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558659,0,0,0,0,0.000223464,0.000782123,0.000111732,0,0.000111732,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000335196,0.000446927,0.000223464,0.000111732,0.000335196,0.000223464
ASV_1730,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0,0.000111732,0,0,0.000111732,0.000223464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0,0.000446927,0.000223464,0.000335196,0,0.000111732,0,0,0,0,0,0,0,0.000111732,0.000335196,0,0,0,0.000111732,0.000558659,0.000446927,0.000446927,0.000223464,0.000111732,0.000111732
ASV_1732,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.000223464,0,0.000335196,0.000111732,0.000223464,0,0,0.000111732,0.000223464,0.000223464,0,0,0,0,0,0.000111732,0,0,0,0,0,0,0.000111732,0.000223464,0.000223464,0,0.000223464,0,0,0,0,0,0,0.000335196,0.000223464,0,0,0,0,0.000335196,0.000111732,0.000335196,0,0,0,0,0,0,0,0,0,0,0,0.000223464,0,0,0,0.000111732,0.000111732,0.000446927,0.000223464,0,0.000111732
