,Kingdom,Phylum,Class,Order,Family,Genus,Species,,KOK17031_Con_20um_A,KOK17031_Con_20um_B,KOK17031_Con_20um_C,KOK17031_Part_20um_A,KOK17031_Part_20um_B,KOK17031_Part_20um_C,KOK17031_Con_2um_A,KOK17031_Con_2um_B,KOK17031_Con_2um_C,KOK17031_Part_2um_A,KOK17031_Part_2um_B,KOK17031_Part_2um_C,KOK17031_Con_0point2um_A,KOK17031_Con_0point2um_B,KOK17031_Con_0point2um_C,KOK17031_Part_0point2um_A,KOK17031_Part_0point2um_B,KOK17031_Part_0point2um_C,KOK17032_Con_20um_A,KOK17032_Con_20um_B,KOK17032_Con_20um_C,KOK17032_Part_20um_A,KOK17032_Part_20um_B,KOK17032_Part_20um_C,KOK17032_Con_2um_A,KOK17032_Con_2um_B,KOK17032_Con_2um_C,KOK17032_Part_2um_A,KOK17032_Part_2um_B,KOK17032_Part_2um_C,KOK17032_Con_0point2um_A,KOK17032_Con_0point2um_B,KOK17032_Con_0point2um_C,KOK17032_Part_0point2um_A,KOK17032_Part_0point2um_B,KOK17032_Part_0point2um_C,HOT291_Con_20um_A,HOT291_Con_20um_B,HOT291_Con_20um_C,HOT291_Part_20um_A,HOT291_Part_20um_B,HOT291_Part_20um_C,HOT291_Con_2um_A,HOT291_Con_2um_B,HOT291_Con_2um_C,HOT291_Part_2um_A,HOT291_Part_2um_B,HOT291_Part_2um_C,HOT291_Con_0point2um_A,HOT291_Con_0point2um_B,HOT291_Con_0point2um_C,HOT291_Part_0point2um_A,HOT291_Part_0point2um_B,HOT291_Part_0point2um_C,HOT292_Con_20um_A,HOT292_Con_20um_B,HOT292_Con_20um_C,HOT292_Part_20um_A,HOT292_Part_20um_B,HOT292_Part_20um_C,HOT292_Con_2um_A,HOT292_Con_2um_B,HOT292_Con_2um_C,HOT292_Part_2um_A,HOT292_Part_2um_B,HOT292_Part_2um_C,HOT292_Con_0point2um_A,HOT292_Con_0point2um_B,HOT292_Con_0point2um_C,HOT292_Part_0point2um_A,HOT292_Part_0point2um_B,HOT292_Part_0point2um_C
ASV_1609,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1609,0,0,0,0,0,0,0,1,4,1,4,10,15,17,18,20,11,6,1,0,0,0,0,0,8,2,0,0,0,0,23,25,34,10,3,17,0,0,0,0,0,0,4,19,0,0,0,0,7,8,13,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,10,6,1,1,1
ASV_1610,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA,ASV_1610,0,0,0,0,0,0,0,0,5,0,0,0,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,42,0,0,0,0,0,11,17,0,0,0,0,59,28,29,6,5,0,0,0,0,0,0,5,0,5,1,4,2,0,24,10,19,4,5,7
ASV_1611,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA,ASV_1611,0,0,0,0,0,0,0,0,0,3,0,0,3,1,2,10,2,1,0,0,0,0,0,0,0,0,4,0,0,2,3,3,0,0,0,2,33,0,0,0,0,0,15,5,0,0,1,0,20,3,12,2,0,2,0,0,2,0,0,0,24,35,9,3,0,1,38,21,34,4,4,4
ASV_1612,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,NA,NA,ASV_1612,0,0,0,0,0,1,0,0,0,0,0,0,18,13,23,10,8,4,0,0,0,0,1,0,4,0,0,0,1,0,19,16,23,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,0,0,1,31,107,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
ASV_1613,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA,ASV_1613,0,0,0,0,0,0,11,2,0,0,1,3,19,24,12,7,11,4,0,0,0,0,0,0,7,4,0,0,0,0,20,15,21,4,1,13,0,0,0,0,0,0,1,0,0,0,0,0,7,8,12,0,2,0,0,0,0,0,0,0,1,7,4,1,0,1,25,20,22,6,5,6
ASV_1614,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1614,0,0,0,0,0,0,0,0,0,2,1,2,23,17,14,14,8,2,1,0,0,0,0,0,0,1,0,0,1,0,14,13,23,4,2,9,0,0,0,0,0,0,0,1,0,0,1,0,42,13,25,0,0,0,0,0,0,0,0,0,8,1,2,2,0,2,12,19,10,5,8,5
ASV_1615,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV_1615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,30,41,29,0,0,0,22,26,27,0,0,0,25,48,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,4,2,0,0,0,0,2,4,0,0,0,2,1,10
ASV_1616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA,ASV_1616,0,0,0,0,0,0,8,3,1,0,0,1,7,7,1,11,3,5,1,0,3,0,0,0,0,3,0,0,0,0,2,6,7,1,2,4,0,0,0,0,0,0,0,1,8,0,0,1,11,3,7,1,0,0,0,19,0,0,0,0,5,7,3,0,1,0,49,40,49,8,8,9
ASV_1617,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA,ASV_1617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,12,1,0,1,8,2,5,0,0,0,0,0,142,2,0,1,42,31,3,1,7,4,6,10,3,1,2,1
ASV_1618,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA,ASV_1618,0,0,0,1,0,0,5,9,3,1,2,2,13,11,11,13,4,6,1,5,0,0,0,0,0,3,0,0,1,1,18,10,11,5,1,4,0,0,0,0,0,0,3,3,0,0,0,1,40,13,44,0,5,3,0,0,0,0,0,0,3,5,4,2,1,0,7,10,13,5,1,1
ASV_1619,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,ASV_1619,0,0,0,1,0,2,17,23,10,2,0,3,18,2,9,6,3,4,0,0,0,1,0,0,2,5,2,1,1,0,14,11,20,3,3,4,0,0,0,0,0,0,15,24,0,1,0,0,25,23,11,1,1,0,0,0,0,0,0,0,1,4,1,2,1,3,0,8,10,1,2,4
ASV_1620,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,NA,ASV_1620,10,0,0,0,0,0,9,2,3,1,1,2,14,14,9,11,3,5,0,0,0,0,0,0,0,0,0,1,0,1,18,15,26,6,4,4,0,0,0,1,0,0,0,0,0,0,0,0,25,15,14,0,1,1,0,41,0,0,0,0,3,6,3,0,0,0,4,7,12,3,3,6
ASV_1621,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,NA,NA,NA,ASV_1621,0,0,0,3,0,8,2,4,2,1,0,1,9,15,10,15,12,4,5,0,6,2,1,1,4,7,0,1,1,0,13,9,16,0,3,2,0,0,29,0,1,0,3,6,0,0,1,0,28,3,23,1,1,0,0,0,0,0,0,0,3,6,3,3,0,0,17,3,10,0,3,3
ASV_1622,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1622,0,0,0,1,0,0,0,0,0,0,3,2,20,19,14,12,4,5,0,0,3,0,1,0,0,0,0,1,0,1,19,13,28,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,13,10,18,0,0,0,0,0,0,0,0,0,0,8,0,1,1,0,26,24,22,4,6,9
ASV_1623,Bacteria,PAUC34f,NA,NA,NA,NA,NA,ASV_1623,0,0,0,0,0,1,12,1,4,0,0,0,7,5,11,6,7,1,0,0,0,0,0,0,3,2,1,0,0,1,7,10,7,2,1,5,0,0,0,1,0,0,2,11,0,0,0,0,37,15,18,0,3,0,0,0,0,0,0,0,0,15,1,1,0,1,34,26,30,3,6,6
ASV_1624,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,NA,ASV_1624,0,0,0,0,0,0,4,2,5,0,0,3,20,18,16,24,13,9,0,0,0,0,0,0,3,13,0,0,1,0,29,28,41,5,0,9,0,0,0,0,0,0,2,2,0,0,0,0,6,3,8,0,1,1,0,0,0,0,0,0,6,0,5,1,0,0,13,8,3,2,0,0
ASV_1625,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA,ASV_1625,0,0,0,0,0,0,4,0,0,0,0,2,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,0,0,39,0,0,0,0,9,0,0,0,0,26,14,10,2,2,0,0,0,0,0,0,0,8,9,3,1,1,1,47,38,41,8,9,16
ASV_1626,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1626,0,0,0,0,0,0,0,4,3,2,1,2,21,16,15,20,10,7,3,1,0,0,0,0,0,2,0,1,0,2,16,15,33,5,4,12,0,0,0,0,0,0,0,0,5,0,0,0,9,10,15,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,30,9,10,1,6,8
ASV_1627,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_CC9902,NA,ASV_1627,0,0,0,1,2,1,6,9,10,5,6,2,7,4,6,10,6,1,0,0,0,9,0,1,7,7,0,3,0,3,6,5,7,4,2,4,0,0,34,0,0,0,0,6,0,1,2,0,14,6,8,0,1,0,0,0,0,0,0,5,9,16,3,0,5,3,21,6,16,3,5,5
ASV_1628,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA,ASV_1628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1629,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA,ASV_1629,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,34,0,0,0,0,16,0,4,0,0,0,8,2,1,0,0,0,0,31,81,0,0,0,22,1,4,0,0,0,0,2,4,1,1,0
ASV_1630,Bacteria,Acidobacteriota,Subgroup_21,NA,NA,NA,NA,ASV_1630,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,4,2,2,0,0,0,0,1,0,0,5,0,0,0,0,3,4,5,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,32,10,31,5,3,1,0,0,0,1,0,1,4,8,4,0,0,1,53,29,40,8,6,14
ASV_1631,Bacteria,NA,NA,NA,NA,NA,NA,ASV_1631,1,0,0,0,0,2,8,19,25,1,2,2,0,0,0,0,1,0,0,0,12,0,3,0,12,12,10,1,1,0,2,1,2,0,1,1,22,4,0,0,0,1,6,57,16,3,0,2,0,0,2,0,1,0,10,0,0,0,0,2,23,14,12,2,1,2,0,2,0,0,1,0
ASV_1632,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1632,0,0,0,0,0,1,8,5,0,0,3,1,22,9,13,11,4,7,0,0,0,0,0,0,2,4,0,0,0,0,19,6,17,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,29,10,19,1,0,1,0,0,0,0,0,0,4,3,6,0,0,0,18,20,28,4,5,15
ASV_1633,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,NA,ASV_1633,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,8,0,0,0,0,1,18,5,0,0,0,11,4,9,0,2,0,0,0,0,0,0,0,59,45,35,1,5,0,31,18,30,1,2,0
ASV_1634,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA,ASV_1634,0,0,0,0,0,0,0,0,0,1,0,4,12,3,11,8,2,0,0,1,0,0,0,0,0,0,6,0,0,0,6,4,11,2,0,6,0,0,0,0,0,0,2,13,5,0,0,0,25,11,21,2,0,0,0,0,0,0,0,0,11,15,9,4,1,3,37,12,28,9,8,9
ASV_1635,Bacteria,NB1-j,NA,NA,NA,NA,NA,ASV_1635,12,55,0,0,0,0,12,5,2,0,0,0,1,2,0,3,0,0,4,6,10,0,2,1,6,10,0,0,1,1,2,1,0,1,1,1,39,27,52,0,0,0,17,14,3,0,1,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1636,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,NA,NA,ASV_1636,6,0,0,2,3,3,0,0,0,1,3,4,0,0,0,3,2,2,0,0,0,16,7,11,0,1,11,13,9,14,0,0,0,11,23,7,7,0,0,4,2,2,0,14,0,3,3,7,0,0,0,5,1,3,0,0,0,13,5,19,0,0,8,8,8,14,0,0,0,8,11,4
ASV_1637,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Fenollaria,NA,ASV_1637,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0
ASV_1638,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_1638,0,0,0,0,0,0,7,0,0,0,2,1,16,20,6,8,3,6,0,0,0,0,0,0,4,4,1,1,0,0,18,14,17,1,3,9,0,0,0,1,0,0,0,0,0,0,0,0,20,14,12,0,1,0,0,0,0,0,0,0,3,8,11,1,0,1,18,23,27,8,6,6
ASV_1639,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA,ASV_1639,0,0,0,0,0,0,1,3,6,1,0,3,16,19,6,12,3,5,0,0,7,0,2,0,0,3,7,0,0,0,25,21,28,8,1,9,0,0,22,0,0,0,5,0,0,0,0,0,47,9,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_1640,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1640,1,0,0,0,0,0,0,2,0,0,0,0,6,10,5,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,10,0,2,4,0,0,0,0,0,0,5,0,0,0,0,0,27,3,13,0,2,2,0,0,0,0,0,0,3,13,0,1,1,1,40,46,42,8,9,25
ASV_1641,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA,ASV_1641,0,0,0,27,7,2,1,1,0,3,4,4,0,0,3,1,1,2,0,4,0,14,14,13,5,0,2,13,4,14,2,0,0,2,6,2,1,0,0,1,1,11,14,14,0,4,4,5,0,0,0,7,8,5,0,0,0,8,0,15,0,0,0,7,5,6,1,0,3,6,0,23
ASV_1642,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopelagicus,NA,ASV_1642,0,0,0,0,0,0,3,1,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,36,31,16,1,1,0,0,0,0,0,0,0,1,11,1,0,2,0,58,24,51,8,21,16
ASV_1643,Bacteria,Planctomycetota,Pla3_lineage,NA,NA,NA,NA,ASV_1643,0,0,0,0,0,0,1,0,3,0,0,4,4,0,0,1,2,1,0,0,1,2,0,0,2,0,2,1,0,0,0,2,3,0,1,1,2,10,11,1,0,0,11,15,5,0,0,2,19,14,13,1,1,0,3,12,23,2,2,3,13,18,9,3,3,2,19,14,21,3,6,8
ASV_1644,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA,ASV_1644,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,7,3,1,0,0,0,13,6,3,0,0,0,1,2,2,0,0,0,7,3,8,0,0,0,17,13,14,0,1,0,2,6,8,0,0,0,24,10,48,0,0,0,16,17,24,0,0,0,11,8,21
ASV_1645,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,NA,NA,NA,ASV_1645,21,0,0,0,1,1,5,1,8,0,1,1,6,4,6,11,10,1,0,0,0,0,0,0,0,5,0,0,0,0,6,5,12,1,2,2,0,23,0,0,0,0,1,8,3,0,0,0,28,25,4,0,0,0,0,0,40,0,0,0,4,0,1,0,0,0,12,6,20,2,4,8
ASV_1646,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1646,5,0,0,0,0,1,0,1,0,0,2,3,18,12,21,23,6,5,3,0,0,1,0,0,2,0,3,0,0,1,11,11,18,4,1,8,0,0,0,0,0,0,0,1,0,0,0,0,24,9,15,1,0,2,0,0,0,0,0,0,1,6,6,0,1,1,11,26,22,5,4,4
ASV_1647,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,NA,NA,NA,ASV_1647,0,0,0,0,0,2,5,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,7,0,0,0,0,44,26,14,4,1,0,0,0,45,0,0,0,5,10,0,0,0,0,27,44,25,7,10,9
ASV_1648,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA,ASV_1648,0,0,0,0,0,1,0,2,0,1,1,0,0,1,2,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,3,0,1,0,0,0,0,0,0,11,13,0,0,0,0,11,2,7,0,1,0,45,65,65,0,0,0,4,14,0,1,0,1,10,5,4,3,4,5
ASV_1649,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1649,0,0,0,0,0,0,0,3,0,0,0,3,11,12,12,11,2,1,0,0,0,0,0,0,0,6,0,0,1,0,10,10,9,3,0,2,0,0,0,0,0,0,0,0,17,0,0,0,23,8,15,1,1,0,0,0,0,0,0,0,9,8,6,1,0,0,38,28,32,3,9,4
ASV_1650,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1650,0,0,0,0,0,0,0,0,2,0,0,3,12,8,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,9,5,7,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,35,29,10,3,2,0,2,0,0,0,0,0,0,6,8,2,0,0,47,14,42,8,13,11
ASV_1651,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,ASV_1651,18,61,0,1,2,2,29,9,23,2,3,6,0,2,1,1,2,0,2,2,41,4,1,2,14,8,13,1,2,1,0,0,0,0,1,2,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,1,1,0,1,0,6,0,1,1,0
ASV_1652,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1652,0,0,0,0,0,0,6,0,0,2,2,3,21,10,22,16,7,4,1,0,0,0,0,1,0,0,0,1,0,0,18,16,20,2,2,8,0,0,0,0,0,0,5,1,0,0,0,0,25,9,24,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,25,12,17,5,3,3
ASV_1653,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,NA,ASV_1653,0,0,0,0,0,0,4,3,1,0,1,3,15,13,13,13,6,9,0,0,0,0,0,0,0,3,0,0,0,0,26,21,10,7,1,7,0,0,0,0,0,1,4,1,0,0,0,0,24,10,9,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,27,21,25,5,2,9
ASV_1654,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,NA,NA,ASV_1654,0,0,0,0,0,0,2,1,0,1,0,2,41,22,15,19,6,6,2,0,0,0,0,0,5,6,0,2,0,2,22,27,28,12,2,10,0,0,0,0,0,0,0,14,0,0,0,0,21,8,8,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,6
ASV_1655,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,6,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,22,149,0,1,0,3,3,0,15,1,0,0,0,8,0,0,0,0
ASV_1656,Bacteria,NB1-j,NA,NA,NA,NA,NA,ASV_1656,21,117,0,0,1,7,3,0,13,2,1,3,0,1,0,1,1,0,0,1,0,0,0,0,4,5,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,7,0,0,0,1,2,0,0,0,0,0,0,42,0,2,0,4,12,16,6,2,0,1,1,0,1,0,0,1
ASV_1657,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,ASV_1657,6,35,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,50,40,0,0,2,15,85,0,1,1,0,3,0,0,0,0,0,0,17,0,0,0,1,10,8,3,1,0,1,0,1,0,0,0,0
ASV_1658,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,NA,NA,NA,ASV_1658,0,0,0,0,1,0,3,2,7,3,1,5,20,7,13,10,7,7,1,1,9,0,0,0,9,1,0,0,1,2,17,19,22,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,8,6,7,0,0,0,0,0,0,0,0,0,5,8,2,1,2,0,26,21,22,4,5,2
ASV_1659,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA,ASV_1659,0,0,0,0,0,1,20,2,0,0,2,3,26,14,18,20,9,5,0,0,0,1,0,0,8,3,0,1,0,3,26,29,26,7,2,16,0,16,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,9,6,5,0,0,0
ASV_1660,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1660,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,5,2,0,1,0,0,0,0,0,0,0,7,0,1,0,1,0,39,14,23,0,2,0,1,37,0,0,0,1,0,18,1,0,1,0,29,51,32,6,5,1
ASV_1661,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA,ASV_1661,23,0,0,3,4,3,14,18,15,1,2,2,8,6,4,4,2,3,1,3,6,1,0,4,8,16,5,1,0,0,5,16,14,2,2,2,0,0,51,0,0,0,3,5,4,1,0,0,4,10,0,1,0,0,0,0,0,0,0,1,5,4,5,1,0,0,1,0,0,1,0,0
ASV_1662,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA,ASV_1662,23,98,0,0,1,0,5,22,39,0,3,6,4,1,1,2,0,1,0,5,22,0,1,0,16,12,7,2,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,1
ASV_1663,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Trichodesmium_IMS101,NA,ASV_1663,0,0,0,119,24,42,0,0,0,25,17,41,0,0,0,10,3,1,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1664,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1664,0,0,0,0,2,0,0,19,10,2,2,3,0,0,0,5,3,3,0,0,7,0,0,1,0,0,4,0,1,0,6,0,1,1,0,4,0,0,107,0,0,0,5,6,2,4,5,2,0,1,0,0,1,0,25,0,48,1,0,0,3,0,3,0,1,0,3,0,0,0,0,4
ASV_1665,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV_1665,0,0,0,40,2,1,0,0,0,32,51,80,0,0,0,16,5,12,1,2,4,0,0,1,0,0,0,1,2,4,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,2,0,0,0,5,2,2
ASV_1666,Bacteria,PAUC34f,NA,NA,NA,NA,NA,ASV_1666,0,0,0,0,0,2,19,8,8,2,1,1,9,6,10,11,6,5,0,3,1,0,0,0,0,9,0,0,0,1,9,7,10,2,1,3,0,0,0,0,0,0,7,13,0,0,0,0,26,17,11,2,2,0,0,0,0,0,0,0,3,22,4,0,0,0,17,11,17,3,4,1
ASV_1667,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA,ASV_1667,0,0,0,0,0,0,0,4,31,0,2,4,1,0,0,0,1,0,0,0,0,7,1,3,3,0,0,2,1,4,0,0,0,1,1,0,0,0,76,0,0,0,20,39,15,2,0,1,0,0,1,1,0,2,0,25,0,5,3,1,5,7,15,0,4,1,0,0,0,2,1,2
ASV_1668,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV_1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13,13,6,12,0,0,0,22,42,48,0,0,0,63,36,32,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
ASV_1669,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA,ASV_1669,0,0,0,1,1,8,0,3,1,4,7,12,0,0,0,0,1,1,3,4,3,3,2,6,0,0,2,5,7,5,0,0,0,1,3,0,62,14,0,0,1,4,3,11,1,0,2,5,0,0,0,0,0,3,4,24,0,4,7,10,5,5,9,6,8,9,0,0,0,4,2,7
ASV_1670,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA,ASV_1670,0,0,0,0,0,0,13,10,1,4,2,3,13,20,17,14,11,6,0,0,5,1,0,0,9,7,0,0,1,1,13,20,22,3,3,5,0,0,0,0,0,0,0,2,1,0,0,0,6,1,8,0,0,0,0,0,0,0,0,0,31,7,5,0,2,1,18,4,2,1,0,0
ASV_1671,Bacteria,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA,ASV_1671,9,0,0,0,0,0,1,0,0,1,0,2,12,9,6,17,5,2,0,0,0,0,0,0,0,2,0,0,0,0,17,11,16,2,3,10,0,0,0,0,0,0,1,6,9,0,2,0,28,16,11,1,0,0,0,0,0,0,0,0,8,7,1,2,0,0,38,8,17,2,5,5
